,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Gifu Prefecture,Municipality_Ogaki City,District_Asahimachi,District_Fujiecho,District_Gotemmachi,District_Hayashimachi,District_Higashimae,District_Hommachi,District_Kuruwamachi,District_Marunouchi,District_Midoricho,District_Midorien,District_Minamitakahashicho,District_Mitsuyacho,District_Mitsuzukacho,District_Murohommachi,District_Muromuracho,District_Nakamachi,District_Nishikimachi,District_Nishitogawacho,District_Noginomoricho,District_Shinnagasawacho,District_Shukujicho,District_Takasagocho,District_Takejimacho,District_Tawaramachi,District_Temmacho,District_Tsurumicho,District_Wagoshimmachi,District_Yasuicho,Nearest_Station_Ogaki,Layout_1LDK,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
