,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kanagawa Prefecture,Municipality_Ebina City,District_Chuo,District_Hamadacho,District_Higashikashiwagaya,District_Hongo,District_Imazato,District_Izumi,District_Kadosawabashi,District_Kamigo,District_Kamigochi,District_Kamiimaizumi,District_Kashiwagaya,District_Katsuse,District_Kawaraguchi,District_Kokubukita,District_Kokubuminami,District_Kokubunjidai,District_Mochi,District_Nakagochi,District_Nakano,District_Nakashinden,District_Ogicho,District_Oya,District_Oyakita,District_Oyaminami,District_Shake,District_Shimoimaizumi,District_Sugikubo,District_Sugikubokita,District_Sugikubominami,Nearest_Station_Atsugi,Nearest_Station_Ebina,Nearest_Station_Iriya (Kanagawa),Nearest_Station_Kadosawabashi,Nearest_Station_Kashiwadai,Nearest_Station_Sagamino,Nearest_Station_Sagamiotsuka,Nearest_Station_Shake,Nearest_Station_Zama,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
