,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Mie Prefecture,Municipality_Shima City,District_Agochoko,District_Agochokoka,District_Agochoshimmei,District_Agochougata,District_Daiochofunakoshi,District_Daiochonakiri,District_Daiochonatsuta,District_Hamajimachohamajima,District_Hamajimachohazako,District_Hamajimachonambari,District_Hamajimachoshioya,District_Isobechoanagawa,District_Isobechoerihara,District_Isobechohasama,District_Isobechoiihama,District_Isobechosakazaki,District_Isobechoshimonogo,District_Shimachofuseda,District_Shimachogoza,District_Shimachokatada,District_Shimachokoshika,District_Shimachowagu,Nearest_Station_Anagawa (Mie),Nearest_Station_Kaminogo,Nearest_Station_Kashikojima,Nearest_Station_Shimaisobe,Nearest_Station_Shimashinmei,Nearest_Station_Shimayokoyama,Nearest_Station_Ugata,City Planning_Non-divided City Planning Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
