,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tokyo,Municipality_Shibuya Ward,District_Daikan-yamacho,District_Dogenzaka,District_Ebisu,District_Ebisuminami,District_Ebisunishi,District_Hachiyamacho,District_Hatagaya,District_Hatsudai,District_Higashi,District_Hiroo,District_Hommachi,District_Jinguumae,District_Jinnan,District_Kamiyamacho,District_Maruyamacho,District_Motoyoyogicho,District_Nampeidaicho,District_Nishihara,District_Oyamacho,District_Sakuragaokacho,District_Sarugakucho,District_Sasazuka,District_Sendagaya,District_Shibuya,District_Shinsencho,District_Shoto,District_Tomigaya,District_Udagawacho,District_Uehara,District_Uguisudanicho,District_Yoyogi,Nearest_Station_Daikan-yama,Nearest_Station_Ebisu,Nearest_Station_Gaienmae,Nearest_Station_Harajuku,Nearest_Station_Hatagaya,Nearest_Station_Hatsudai,Nearest_Station_Higashikitazawa,Nearest_Station_Hiroo,Nearest_Station_Kitasando,Nearest_Station_Kokuritsukyogijo,Nearest_Station_Komabatodaimae,Nearest_Station_Meijijingumae,Nearest_Station_Minamishinjuku,Nearest_Station_Nishishinjuku 5-chome,Nearest_Station_Omotesando,Nearest_Station_Sangubashi,Nearest_Station_Sasazuka,Nearest_Station_Sendagaya,Nearest_Station_Shibuya,Nearest_Station_Shinjuku,Nearest_Station_Shinsen,Nearest_Station_Yoyogi,Nearest_Station_Yoyogihachiman,Nearest_Station_Yoyogikoen,Nearest_Station_Yoyogiuehara,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
