,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hokkaido,"Municipality_Kiyota Ward,Sapporo City",District_Hiraoka10jo,District_Hiraoka1jo,District_Hiraoka2jo,District_Hiraoka3jo,District_Hiraoka4jo,District_Hiraoka5jo,District_Hiraoka6jo,District_Hiraoka7jo,District_Hiraoka8jo,District_Hiraoka9jo,District_Hiraokakoenhigashi,District_Kitano1jo,District_Kitano2jo,District_Kitano3jo,District_Kitano4jo,District_Kitano5jo,District_Kitano6jo,District_Kitano7jo,District_Kiyota10jo,District_Kiyota1jo,District_Kiyota2jo,District_Kiyota3jo,District_Kiyota4jo,District_Kiyota5jo,District_Kiyota6jo,District_Kiyota7jo,District_Kiyota8jo,District_Kiyota9jo,District_Satozuka1jo,District_Satozuka2jo,District_Satozuka3jo,District_Satozuka4jo,District_Satozukamidorigaoka,District_Shin-ei1jo,District_Shin-ei2jo,District_Shin-ei3jo,District_Shin-ei4jo,District_Shin-ei5jo,District_Utsukushigaoka1jo,District_Utsukushigaoka2jo,District_Utsukushigaoka3jo,District_Utsukushigaoka4jo,District_Utsukushigaoka5jo,Nearest_Station_Fukuzumi,Nearest_Station_Hibarigaoka (Hokkaido),Nearest_Station_Nango 13-chome,Nearest_Station_Nango 18-chome,Nearest_Station_None,Nearest_Station_Oyachi,Nearest_Station_Sapporo (Sapporoshiei),Nearest_Station_Shinsapporo,Nearest_Station_Tsukisamuchuo,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings including valueless house,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings between related objects",Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
