,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Iwate Prefecture,Municipality_Hanamaki City,Municipality_Ichinoseki City,Municipality_Morioka City,Municipality_Oshu City,District_Abetatecho,District_Aoyama,District_Atagocho,District_Babacho,District_Chabatake,District_Chuodori,District_Hachimancho,District_Higashiyama,District_Honchodoori,District_Joseicho,District_Kagano,District_Kaiumbashidoori,District_Kajomachi,District_Kaminohashicho,District_Kamiotsukikoji,District_Kitayama,District_Kitayuugaosecho,District_Kon-yacho,District_Minamiodori,District_Mizusawa,District_Mizusawahigashiodori,District_Mizusawaminamimachi,District_Moriokaekimaedoori,District_Moriokaekimaekitadoori,District_Moriokaekinishidoori,District_Motomiya,District_Nagatacho,District_Nakanohashidoori,District_Nakayashikicho,District_Nasukawacho,District_Nishiodori,District_Odoori,District_Osawakawara,District_Otemachi,District_Saien,District_Sakanacho,District_Sannocho,District_Semboku,District_Shikecho,District_Shimizucho,District_Shimmeicho,District_Shimonohashicho,District_Shin-omachi,District_Shindencho,District_Sumiyoshicho,District_Tamuracho,District_Tenjincho,District_Tsunagi,District_Tsushidachuo,District_Tsushidaminami,District_Tsushidanishi,District_Uchimaru,District_Ueda,District_Wakasonocho,District_Yuugaosecho,District_Zaimokucho,Nearest_Station_Aoyama (Iwate),Nearest_Station_Hanamaki,Nearest_Station_Ichinoseki,Nearest_Station_Iwateiioka,Nearest_Station_Kamimorioka,Nearest_Station_Koiwai,Nearest_Station_Mizusawa,Nearest_Station_Morioka,Nearest_Station_None,Nearest_Station_Okama,Nearest_Station_Senbokucho,Nearest_Station_Shizukuishi,Nearest_Station_Yamagishi,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_4DK,Layout_4LDK,Layout_5LDK,Layout_Open Floor,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
