,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kanagawa Prefecture,"Municipality_Tsurumi Ward,Yokohama City",District_Anzencho,District_Asahicho,District_Baba,District_Daikokucho,District_Daitocho,District_Egasakicho,District_Hamacho,District_Heiancho,District_Higashiterao,District_Higashiteraohigashidai,District_Higashiteraokitadai,District_Higashiteraonakadai,District_Honchodoori,District_Ichibafujimicho,District_Ichibahigashinakacho,District_Ichibakamicho,District_Ichibanishinakacho,District_Ichibashimocho,District_Ichibayamatocho,District_Kajiyama,District_Kaminomiya,District_Kamisueyoshi,District_Kanseicho,District_Kishiya,District_Kitaterao,District_Komaoka,District_Motomiya,District_Mukaicho,District_Nakadoori,District_Namamugi,District_Onocho,District_Sakaechodoori,District_Shimosueyoshi,District_Shioiricho,District_Shishigaya,District_Shitanoyacho,District_Shitsute,District_Sugasawacho,District_Suwazaka,District_Teraya,District_Toyookacho,District_Tsukunocho,District_Tsurumi,District_Tsurumichuo,District_Ushiodacho,District_Yako,Nearest_Station_Anzen,Nearest_Station_Asano,Nearest_Station_Bentenbashi,Nearest_Station_Hatchonawate,Nearest_Station_Hiyoshi (Kanagawa),Nearest_Station_Kagetsuenmae,Nearest_Station_Keikyutsurumi,Nearest_Station_Kikuna,Nearest_Station_Kishinekoen,Nearest_Station_Kokudo,Nearest_Station_Myorenji,Nearest_Station_Namamugi,Nearest_Station_Oguchi,Nearest_Station_Okurayama (Kanagawa),Nearest_Station_Shin-yokohama,Nearest_Station_Shinkoyasu,Nearest_Station_Shitte,Nearest_Station_Tsunashima,Nearest_Station_Tsurumi,Nearest_Station_Tsurumiichiba,Nearest_Station_Tsurumiono,Nearest_Station_Yako,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
