,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kagawa Prefecture,"Municipality_Tadotsu Town,Nakatado County",District_Higashihama,District_Higashishimmachi,District_Hinodecho,District_Hondoori,District_Horie,District_Kachu,District_Kitagamo,District_Kyomachi,District_Motomachi,District_Nakanocho,District_Nishiminatomachi,District_Oaza Aogi,District_Oaza Dofukuji,District_Oaza Higashishirakata,District_Oaza Kazuhara,District_Oaza Mii,District_Oaza Minamigamo,District_Oaza Nishishirakata,District_Oaza Okushirakata,District_Oaza Sho,District_Oaza Yamashina,District_Odoori,District_Sakaemachi,District_Sakuragawa,District_Wakabacho,Nearest_Station_Kaiganji,Nearest_Station_Konzoji,Nearest_Station_Sanukishioya,Nearest_Station_Tadotsu,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
