,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Osaka Prefecture,"Municipality_Kita Ward,Sakai City",District_Higashiasakayamacho,District_Higashimikunigaokacho,District_Higashiuenoshibacho,District_Kanaokacho,District_Kitahanadacho,District_Kitanagaocho,District_Kuramaecho,District_Kurotsuchicho,District_Mamezukacho,District_Minamihanadacho,District_Minaminagaocho,District_Miyamotocho,District_Mozuakahatacho,District_Mozuhommachi,District_Mozunishinocho,District_Mozuryonancho,District_Mozuumekitacho,District_Mozuumemachi,District_Nagasonecho,District_Nakamozucho,District_Nakamuracho,District_Nakanagaocho,District_Notoocho,District_Okumotocho,District_Sendocho,District_Shimboricho,District_Shinkanaokacho,District_Shinonomehigashimachi,District_Tokiwacho,Nearest_Station_Asaka,Nearest_Station_Asakayama,Nearest_Station_Fuse,Nearest_Station_Hatsushiba,Nearest_Station_Kawachimatsubara,Nearest_Station_Kitahanada,Nearest_Station_Mikunigaoka,Nearest_Station_Mozu,Nearest_Station_Mozuhachiman,Nearest_Station_Nakamozu (Nankai/Senboku),Nearest_Station_Nakamozu (Osaka Metro),Nearest_Station_Nunose,Nearest_Station_Sakaishi,Nearest_Station_Shinkanaoka,Nearest_Station_Shirasagi,Nearest_Station_Takaminosato,Nearest_Station_Uenoshiba,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
