,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Ehime Prefecture,Municipality_Niihama City,District_Ashima,District_Eguchicho,District_Funaki,District_Go,District_Habu,District_Hachiman,District_Hagyu,District_Hirakatacho,District_Hongo,District_Hoshibaracho,District_Hoshigoecho,District_Ikkucho,District_Izumiikecho,District_Izumimiyacho,District_Kamiizumicho,District_Kannonbaracho,District_Kikojicho,District_Kikumotocho,District_Kishinouecho,District_Kitashimmachi,District_Kitauchicho,District_Kochicho,District_Kokuryo,District_Kotobukicho,District_Kozato,District_Kubotacho,District_Kussaki,District_Masaedacho,District_Matano,District_Matsubaracho,District_Matsugicho,District_Matsumiko,District_Matsunokicho,District_Minamikomatsubaracho,District_Minatomachi,District_Miyabaracho,District_Miyanishicho,District_Nagaiwacho,District_Nakahagicho,District_Nakamura,District_Nakamuramatsugi,District_Nakanishicho,District_Nakasujicho,District_Nakasukacho,District_Nishibaracho,District_Nishiizumicho,District_Nishikikojicho,District_Nishimachi,District_Nishinodoicho,District_Ochigamicho,District_Ojicho,District_Ojoin,District_Okuracho,District_Sairenjicho,District_Sakaicho,District_Sakuragicho,District_Sawazucho,District_Setocho,District_Shimizucho,District_Shimoizumicho,District_Shindencho,District_Shinobacho,District_Shinonomecho,District_Shinsukacho,District_Shippodaicho,District_Shiroshitacho,District_Shonaicho,District_Suminoshindencho,District_Tadokorocho,District_Takagicho,District_Takata,District_Takatsucho,District_Takihama,District_Takinomiyacho,District_Tanoue,District_Toda,District_Tokutsunecho,District_Toyamacho,District_Tsuchihashi,District_Udakacho,District_Uwabara,District_Wakamizucho,District_Yagumocho,District_Yamanecho,District_Yokozuicho,Nearest_Station_Nakahagi,Nearest_Station_Niihama,Nearest_Station_Takihama,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
