,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Saitama Prefecture,Municipality_Misato City,District_Azumacho,District_Banshomen,District_Chuo,District_Hanawada,District_Hanta,District_Hikoe,District_Hikoito,District_Hikokawado,District_Hikokura,District_Hikonari,District_Hikono,District_Hikooto,District_Hikosawa,District_Ichisuke,District_Iwanoki,District_Izumi,District_Kamiguchi,District_Kamihikona,District_Kobo,District_Komagata,District_Koyabori,District_Misato,District_Ohiroto,District_Piala-city,District_Sakae,District_Satsukidaira,District_Shimmisatolala-city,District_Shinwa,District_Takano,District_Takasu,District_Tanakashinden,District_Tenjin,District_Togasaki,District_Uneme,District_Ushiroya,District_Waseda,District_Yaguchi,District_Yanaka,District_Yomaki,District_Zemma,Nearest_Station_Kameari,Nearest_Station_Kanamachi,Nearest_Station_Misato (Saitama),Nearest_Station_Misatochuo,Nearest_Station_Shinmisato,Nearest_Station_Yashio,Nearest_Station_Yoshikawa,Nearest_Station_Yoshikawa-Minami,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
