,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kagoshima Prefecture,Municipality_Minamikyushu City,District_Chiranchokoori,District_Chiranchominamibeppu,District_Chiranchonagasato,District_Chiranchonishimoto,District_Chiranchosese,District_Chiranchoshioya,District_Eichobeppu,District_Eichogoryo,District_Eichokamibeppu,District_Eichokoori,District_Eichomakinouchi,District_Kawanabechofurutono,District_Kawanabechohirayama,District_Kawanabechoimada,District_Kawanabechokamiyamada,District_Kawanabechokiyomizu,District_Kawanabechokodono,District_Kawanabechomiya,District_Kawanabechonagata,District_Kawanabechonakayamada,District_Kawanabechonosaki,District_Kawanabechoryozoe,District_Kawanabechoshimoyamada,District_Kawanabechotabeta,District_Kawanabechotakata,Nearest_Station_Ei,Nearest_Station_Eiokawa,Nearest_Station_Goino,Nearest_Station_Goryo (Kagoshima),Nearest_Station_Ishigaki,Nearest_Station_Kiire,Nearest_Station_Makurazaki,Nearest_Station_Matsugaura,Nearest_Station_Mizunarikawa,Nearest_Station_Nishiei,Nearest_Station_None,Nearest_Station_Satsumashioya,Nearest_Station_Sesekushi,Nearest_Station_Shirasawa (Kagoshima),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
