,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Ibaraki Prefecture,Municipality_Toride City,District_Aoyanagi,District_Chobeeshinden,District_Daishuku,District_Fujishiro,District_Fujishirominami,District_Futaba,District_Hakusan,District_Higashi,District_Hongo,District_Ina,District_Ino,District_Inodai,District_Kamikayaba,District_Kamitakai,District_Kasumi,District_Katamachi,District_Kobuke,District_Kofuudai,District_Komaba,District_Komenoi,District_Kunugi,District_Kuwabara,District_Miyawada,District_Nakaharacho,District_Nakauchi,District_Nishi,District_Nonoi,District_Ohori,District_Omagari,District_Omomma,District_Sakuragaoka,District_Sanno,District_Shimizu,District_Shimmachi,District_Shimotakai,District_Shinkawa,District_Shintoride,District_Shisui,District_Takasu,District_Terada,District_Togashira,District_Toride,District_Wada,District_Yanaka,District_Yoshida,District_Yumemino,Nearest_Station_Fujishiro,Nearest_Station_Inatoi,Nearest_Station_Kohoku,Nearest_Station_Minamimoriya,Nearest_Station_Nishitoride,Nearest_Station_Sanuki,Nearest_Station_Shintoride,Nearest_Station_Terahara,Nearest_Station_Togashira,Nearest_Station_Toride,Nearest_Station_Yumemino,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
