,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kanagawa Prefecture,"Municipality_Midori Ward,Sagamihara City",District_Aihara,District_Aone,District_Aonohara,District_Aoyama,District_Chigira,District_Harajuku,District_Harajukuminami,District_Hashimoto,District_Hashimotodai,District_Higashihashimoto,District_Hirota,District_Hizure,District_Kamikuzawa,District_Kawashiri,District_Kubosawa,District_Machiya,District_Magino,District_Matano,District_Mi,District_Mikage,District_Motohashimotocho,District_Mukaihara,District_Nagatake,District_Nagura,District_Nakano,District_Nakazawa,District_Negoya,District_Nihommatsu,District_Nishihashimoto,District_Obara,District_Obuchi,District_Ogura,District_Oi,District_Oshima,District_Oyamacho,District_Sanogawa,District_Sawai,District_Shimokuzawa,District_Shiroyama,District_Suwarashi,District_Tana,District_Tanigahara,District_Toya,District_Wakabadai,District_Wakayanagi,District_Yose,District_Yosehoncho,District_Yoshino,Nearest_Station_Aihara,Nearest_Station_Fuchinobe,Nearest_Station_Fujino,Nearest_Station_Hashimoto (Kanagawa),Nearest_Station_Kamimizo,Nearest_Station_Kobuchi,Nearest_Station_Minamihashimoto,Nearest_Station_Sagamihara,Nearest_Station_Sagamiko,Nearest_Station_Tamasakai,Nearest_Station_Uenohara,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Outside City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
