,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Nagasaki Prefecture,Municipality_Sasebo City,District_Aioicho,District_Daikokucho,District_Fujiwaracho,District_Gioncho,District_Gonjoji,District_Gonjojicho,District_Haiki,District_Hamadamachi,District_Hiramachi,District_Hizukushimachi,District_Hotatecho,District_Huis-ten-bosch-machi,District_Imabukucho,District_Inaricho,District_Ishizakacho,District_Izumicho,District_Kashimaecho,District_Kobatacho,District_Kogetsucho,District_Kotencho,District_Kyonotsubocho,District_Mifunecho,District_Minatomachi,District_Miuracho,District_Motomachi,District_Omiyacho,District_Orihashicho,District_Sakaemachi,District_Setogoe,District_Shimanjicho,District_Shimanosecho,District_Shimizucho,District_Shiohamacho,District_Shiomicho,District_Shirahaecho,District_Shirakicho,District_Tokiwacho,District_Tonoocho,District_Yorozucho,Nearest_Station_Haiki,Nearest_Station_Hidariishi,Nearest_Station_Hiu,Nearest_Station_Huis Ten Bosch,Nearest_Station_Kitasasebo,Nearest_Station_Nakasasebo,Nearest_Station_Sasebo,Nearest_Station_Sasebochuo,Layout_1K,Layout_1LDK,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_4LDK,Layout_5LDK+S,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
