,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Yamanashi Prefecture,Municipality_Tsuru City,District_Chuo,District_Furukawado,District_Hiraguri,District_Hono,District_Igura,District_Kamiya,District_Katsuramachi,District_Kawadana,District_Natsugari,District_Ogatayama,District_Ono,District_Sakai,District_Shimoya,District_Shishidome,District_Tahara,District_Tamagawa,District_Tanokura,District_Tookaichiba,District_Tsuru,District_Yokkaichiba,District_Yonawa,Nearest_Station_Akasaka (Yamanashi),Nearest_Station_Higashikatsura,Nearest_Station_Kamiotsuki,Nearest_Station_Kasei,Nearest_Station_Mitsutoge,Nearest_Station_Tanokura,Nearest_Station_Tokaichiba (Yamanashi),Nearest_Station_Tsurubunkadaigakumae,Nearest_Station_Tsurushi,Nearest_Station_Yamuramachi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
