,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kanagawa Prefecture,"Municipality_Tsuzuki Ward,Yokohama City",District_Ayumigaoka,District_Chigasakichuo,District_Chigasakihigashi,District_Chigasakiminami,District_Edahigashi,District_Edahigashicho,District_Edaminami,District_Edaminamicho,District_Fujimigaoka,District_Hayabuchi,District_Higashigatacho,District_Higashiyamata,District_Higashiyamatacho,District_Hiradai,District_Ikonobecho,District_Kachidacho,District_Kachidaminami,District_Kagahara,District_Kawamukocho,District_Kawawacho,District_Kawawadai,District_Kitayamata,District_Mihanayama,District_Minamiyamata,District_Minamiyamatacho,District_Nagasaka,District_Nakagawa,District_Nakagawachuo,District_Nakamachidai,District_Ninomaru,District_Odanacho,District_Okumacho,District_Omaru,District_Orimotocho,District_Saedocho,District_Sakuranamiki,District_Shin-eicho,District_Sumiregaoka,District_Takayama,District_Ushikubo,District_Ushikubocho,District_Ushikubohigashi,District_Ushikubonishi,Nearest_Station_Azamino,Nearest_Station_Center Kita,Nearest_Station_Center Minami,Nearest_Station_Eda (Kanagawa),Nearest_Station_Higashiyamata,Nearest_Station_Ichigao,Nearest_Station_Kamoi,Nearest_Station_Kawawacho,Nearest_Station_Kitashin-yokohama,Nearest_Station_Kitayamata (Kanagawa),Nearest_Station_Kozukue,Nearest_Station_Nakagawa (Kanagawa),Nearest_Station_Nakamachidai,Nearest_Station_Nakayama (Kanagawa),Nearest_Station_Nippa,Nearest_Station_Saginuma,Nearest_Station_Tsuzukifureainooka,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,"Transactional factors_Dealings including private road,Dealings including special circumstances",Transactional factors_Dealings including special circumstances,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
