,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Shizuoka Prefecture,"Municipality_Minami Ward,Hamamatsu City",District_Aoyacho,District_Enshuhama,District_Fukushimacho,District_Furukawacho,District_Gokyucho,District_Higashimachi,District_Higashiwakabayashicho,District_Hogawacho,District_Hongocho,District_Iidacho,District_Ishiharacho,District_Kanaoricho,District_Kawawacho,District_Kozawataricho,District_Kuramatsucho,District_Matsushimacho,District_Mishimacho,District_Nagatacho,District_Nakatajimacho,District_Nezuminocho,District_Nippashicho,District_Nishijimacho,District_Nishimachi,District_Noriedacho,District_Oimacho,District_Onjicho,District_Otsukacho,District_Oyagicho,District_Sanjinocho,District_Sanshincho,District_Sanwacho,District_Seidenjicho,District_Shihommatsucho,District_Shimoecho,District_Shimoiidacho,District_Shingaicho,District_Shirowacho,District_Tajiricho,District_Takatsukacho,District_Tatenocho,District_Terawakicho,District_Tomiyacho,District_Tsumoricho,District_Tsurumicho,District_Tsutsumicho,District_Uriuchicho,District_Wakabayashicho,District_Watasecho,District_Yasumatsucho,District_Yonezucho,District_Yozucho,District_Zoracho,District_Zudajicho,Nearest_Station_Hamamatsu,Nearest_Station_Takatsuka,Nearest_Station_Tenryugawa,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Potential Residential Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
