,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hyogo Prefecture,"Municipality_Tarumi Ward,Kobe City",District_Aoyamadai,District_Asahigaoka,District_Babadoori,District_Chidorigaoka,District_Chiyogaoka,District_Goshikiyama,District_Higashimaikocho,District_Higashitarumi,District_Higashitarumicho,District_Hiraiso,District_Hontamon,District_Hoshigaoka,District_Hyuga,District_Kaigandoori,District_Kamitakamaru,District_Kariguchidai,District_Kasumigaoka,District_Kitamaiko,District_Koyo,District_Kozukayama,District_Kozukayamahommachi,District_Kuganocho,District_Maikodai,District_Maikozaka,District_Manabigaoka,District_Minamitamondai,District_Miyamadai,District_Miyamotocho,District_Mizugaoka,District_Myodanicho,District_Nakamichi,District_Nakata,District_Nishimaiko,District_Nishiwaki,District_Oiden,District_Otogi,District_Seiryodai,District_Shimizudoori,District_Shimizugaoka,District_Shinryodai,District_Shiomigaoka,District_Shioyacho,District_Shioyadai,District_Shioyakitamachi,District_Shirogayama,District_Shofuudai,District_Takamaru,District_Tamoncho,District_Tamondai,District_Tennoshitacho,District_Tsutsujigaoka,District_Utashikiyama,District_Yamate,Nearest_Station_Asagiri,Nearest_Station_Gakuentoshi,Nearest_Station_Higashitarumi,Nearest_Station_Kasumigaoka (Hyogo),Nearest_Station_Maiko,Nearest_Station_Maikokoen,Nearest_Station_Midorigaoka (hyogo),Nearest_Station_Myodani,Nearest_Station_Nishimaiko,Nearest_Station_Okubo (Hyogo),Nearest_Station_San-yoshioya,Nearest_Station_San-yotarumi,Nearest_Station_Seishinchuo,Nearest_Station_Shioya (Hyogo),Nearest_Station_Sogoundokoen,Nearest_Station_Suma,Nearest_Station_Takinochaya,Nearest_Station_Tarumi,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_4DK,Layout_4K,Layout_4LDK,Layout_5LDK,Layout_Duplex,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
