,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Tokyo,Municipality_Meguro Ward,District_Aobadai,District_Chuocho,District_Gohongi,District_Haramachi,District_Higashigaoka,District_Higashiyama,District_Himon-ya,District_Jiyuugaoka,District_Kakinokizaka,District_Kamimeguro,District_Komaba,District_Meguro,District_Megurohoncho,District_Midorigaoka,District_Minami,District_Mita,District_Nakacho,District_Nakameguro,District_Nakane,District_Ohashi,District_Ookayama,District_Senzoku,District_Shimomeguro,District_Tairamachi,District_Takaban,District_Yakumo,District_Yuutenji,Nearest_Station_Daikan-yama,Nearest_Station_Ebisu,Nearest_Station_Fudomae,Nearest_Station_Gakugeidaigaku,Nearest_Station_Higashikitazawa,Nearest_Station_Ikejiriohashi,Nearest_Station_Jiyugaoka (Tokyo),Nearest_Station_Kitasenzoku,Nearest_Station_Komabatodaimae,Nearest_Station_Komazawadaigaku,Nearest_Station_Meguro,Nearest_Station_Midorigaoka (Tokyo),Nearest_Station_Musashikoyama,Nearest_Station_Nakameguro,Nearest_Station_Nishikoyama,Nearest_Station_Ookayama,Nearest_Station_Senzoku,Nearest_Station_Shibuya,Nearest_Station_Shinsen,Nearest_Station_Tamagawa,Nearest_Station_Toritsudaigaku,Nearest_Station_Yutenji,Layout_1DK,Layout_1DK+S,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_Open Floor,Layout_Studio Apartment,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
