,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Nara Prefecture,Municipality_Ikoma City,District_Aoyamadai,District_Arisatocho,District_Asukadai,District_Asukanokita,District_Asukanominami,District_Hagiharacho,District_Haginodai,District_Higashiasahigaoka,District_Higashiikoma,District_Higashiikomatsukimicho,District_Higashimatsugaoka,District_Higashinabata,District_Higashishimmachi,District_Higashiyamacho,District_Hikarigaoka,District_Hommachi,District_Ichibucho,District_Ikomadaikita,District_Ikomadaiminami,District_Kamimachi,District_Kamimachidai,District_Karuizawacho,District_Kirigaoka,District_Kitashimmachi,District_Kitataharacho,District_Kitayamato,District_Kobiraocho,District_Komyocho,District_Koyodai,District_Matsumidai,District_Mayumi,District_Mayumiminami,District_Midorigaoka,District_Mikanodai,District_Minamitaharacho,District_Minamiyamatedai,District_Monzencho,District_Motomachi,District_Nabatacho,District_Nakanabata,District_Nakanocho,District_Nishiasahigaoka,District_Nishimatsugaoka,District_Nishinabatacho,District_Nishishiraniwadai,District_Ozecho,District_Sakuragaoka,District_Satsukidai,District_Shikanodaihigashi,District_Shikanodaikita,District_Shikanodaiminami,District_Shikanodainishi,District_Shikanohatacho,District_Shin-asahigaoka,District_Shin-ikomadai,District_Shiraniwadai,District_Takayamacho,District_Tanidacho,District_Tawaraguchicho,District_Tsujimachi,District_Yamasakicho,District_Yamasakishimmachi,Nearest_Station_Gakkenkitaikoma,Nearest_Station_Gakkennaratomigaoka,Nearest_Station_Haginodai,Nearest_Station_Higashiikoma,Nearest_Station_Higashiyama (Nara),Nearest_Station_Hozanji,Nearest_Station_Ichibu,Nearest_Station_Ikoma,Nearest_Station_Minamiikoma,Nearest_Station_Nabata,Nearest_Station_Obitoke,Nearest_Station_Oji,Nearest_Station_Shiraniwadai,Nearest_Station_Tomio,Nearest_Station_Umeyashiki (Nara),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including valueless house,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
