,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Nara Prefecture,Municipality_Tenri City,District_Aibacho,District_Aramakicho,District_Besshocho,District_Bizencho,District_Byodobocho,District_Fukusumicho,District_Higashiidodocho,District_Hyogocho,District_Ichinomotocho,District_Isonokamicho,District_Iwamurocho,District_Iwayacho,District_Joganjicho,District_Kabatacho,District_Kaichicho,District_Kawaharajocho,District_Kayocho,District_Kishidacho,District_Kujocho,District_Kuranoshocho,District_Magatacho,District_Minamirokujocho,District_Mishimacho,District_Morimedocho,District_Morimotocho,District_Nagaharacho,District_Nagaracho,District_Nakacho,District_Nakayamacho,District_Naracho,District_Niizumicho,District_Nikaidokaminoshocho,District_Nishiidodocho,District_Nishinagaracho,District_Ojicho,District_Sahonoshocho,District_Sammaidencho,District_Sashiyanagicho,District_Senzaicho,District_Shojicho,District_Sugimotocho,District_Tabecho,District_Tacho,District_Tainoshocho,District_Tambaichicho,District_Todacho,District_Tomidocho,District_Wanicho,District_Yamadacho,District_Yanagimotocho,Nearest_Station_Ichinomoto,Nearest_Station_Makimuku,Nearest_Station_Nagara,Nearest_Station_Nikaido,Nearest_Station_Obitoke,Nearest_Station_Senzai,Nearest_Station_Tenri,Nearest_Station_Yamatokoizumi,Nearest_Station_Yanagimoto,Nearest_Station_Yuzaki,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
