,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Shizuoka Prefecture,Municipality_Fujieda City,District_Aobacho,District_Aoki,District_Asahigaoka,District_Chamachi,District_Daiseicho,District_Daitocho,District_Ekimae,District_Fujieda,District_Fujioka,District_Hanagura,District_Higashicho,District_Hirashima,District_Hommachi,District_Hongo,District_Horinouchi,District_Hyodayuu,District_Ikarumi,District_Inagawa,District_Izumicho,District_Jonan,District_Kamiaojima,District_Kamidoma,District_Kamiyabuta,District_Kariyado,District_Kitagata,District_Kiyosato,District_Koishigawacho,District_Koori,District_Koyodai,District_Maejima,District_Mashizu,District_Mashizushimo,District_Midoricho,District_Midorinooka,District_Minamiaraya,District_Minamikiyosato,District_Minamisurugadai,District_Mizukami,District_Mizumori,District_Nakanogo,District_Nakayabuta,District_Nishigata,District_Nyakuoji,District_Okabechokatsurashima,District_Okabechomiwa,District_Okabechomurara,District_Okabechookabe,District_Okabechotono,District_Okabechoutsutani,District_Okadeyama,District_Onijima,District_Osu,District_Ote,District_Otowacho,District_Seinancho,District_Seko,District_Setoaraya,District_Shida,District_Shimminamiaraya,District_Shimoaojima,District_Shimodoma,District_Shimonogo,District_Shimoyabuta,District_Suehiro,District_Sukemune,District_Surugadai,District_Tachibana,District_Taishinjima,District_Takaoka,District_Takasu,District_Takata,District_Takayanagi,District_Takisawa,District_Tanaka,District_Tanuma,District_Tennocho,District_Terajima,District_Tokigaya,District_Tsuiji,District_Uchiseto,District_Ushio,District_Yawata,District_Yokouchi,District_Yozaemon,District_Zenzaemon,Nearest_Station_Fujieda,Nearest_Station_Nishiyaizu,Nearest_Station_Shimada (Shizuoka),Nearest_Station_Yaizu,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings including valueless house,"Transactional factors_Dealings including valueless house,Dealings in which auction or arbiter participates","Transactional factors_Dealings including valueless house,Dealings including private road",Transactional factors_Dealings of adjacent land,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
