,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Nara Prefecture,Municipality_Sakurai City,District_Abemokuzaidanchi,District_Asakuradaihigashi,District_Asakuradainishi,District_Oaza Abe,District_Oaza Akao,District_Oaza Anashi,District_Oaza Asago,District_Oaza Chihara,District_Oaza Daifuku,District_Oaza Etsutsumi,District_Oaza Hase,District_Oaza Hashimoto,District_Oaza Higaida,District_Oaza Higashishindo,District_Oaza Ikenouchi,District_Oaza Izumo,District_Oaza Jionji,District_Oaza Kaiju,District_Oaza Kaminosho,District_Oaza Kanaya,District_Oaza Kawai,District_Oaza Kawanishi,District_Oaza Kibi,District_Oaza Kitaotowa,District_Oaza Kurozaki,District_Oaza Makinouchi,District_Oaza Miwa,District_Oaza Nishinomiya,District_Oaza Odono,District_Oaza Oida,District_Oaza Oizumi,District_Oaza Onishi,District_Oaza Ota,District_Oaza Otsusaka,District_Oaza Sagario,District_Oaza Sakurai,District_Oaza Shiba,District_Oaza Shimo,District_Oaza Shin-yashiki,District_Oaza Taie,District_Oaza Takata,District_Oaza Tani,District_Oaza Tobi,District_Oaza Toonomine,District_Oaza Toyoda,District_Oaza Tsuji,District_Oaza Uenomiya,District_Oaza Wakimoto,District_Oaza Yokogaki,Nearest_Station_Daifuku,Nearest_Station_Haibara,Nearest_Station_Hasedera,Nearest_Station_Kaguyama,Nearest_Station_Kashiharajingumae,Nearest_Station_Makimuku,Nearest_Station_Miminashi,Nearest_Station_Miwa,Nearest_Station_Sakurai (Nara),Nearest_Station_Yamatoasakura,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
