,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hiroshima Prefecture,"Municipality_Asaminami Ward,Hiroshima City",District_Aita,District_Bishamondai,District_Furuichi,District_Gion,District_Higashihara,District_Higashino,District_Kamiyasu,District_Kawauchi,District_Midorii,District_Nagatsuka,District_Nakasu,District_Nakasuji,District_Nishihara,District_Numatacho,District_Omachihigashi,District_Omachinishi,District_Takatorikita,District_Tomohigashi,District_Tomominami,District_Yagi,District_Yamamoto,District_Yasuhigashi,Nearest_Station_Akinagatsuka,Nearest_Station_Bairin (Hiroshima),Nearest_Station_Bishamondai,Nearest_Station_Chorakuji,Nearest_Station_Furuichi (Hiroshima),Nearest_Station_Furuichibashi,Nearest_Station_Gionshinbashikita,Nearest_Station_Kamiyasu,Nearest_Station_Midorii,Nearest_Station_Nakasuji,Nearest_Station_Nishihara (Hiroshima),Nearest_Station_None,Nearest_Station_Obara (Hiroshima),Nearest_Station_Omachi (Hiroshima),Nearest_Station_Ozuka (Hiroshima),Nearest_Station_Shichikenjaya,Nearest_Station_Shimogion,Nearest_Station_Takatori,Nearest_Station_Yasuhigashi,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
