,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Aichi Prefecture,Municipality_Kasugai City,District_Ajiyoshihakusancho,District_Asahimachi,District_Asayamacho,District_Chuodai,District_Chuodori,District_Fujicho,District_Fujiyamadai,District_Futagocho,District_Gejocho,District_Hatsukocho,District_Hattacho,District_Higashinocho,District_Horinouchichokita,District_Inaguchicho,District_Iwanaridai,District_Iwanocho,District_Jinryocho,District_Jojocho,District_Kachigawacho,District_Kachigawashimmachi,District_Kagiyacho,District_Kamitaragacho,District_Kashiwaicho,District_Kasugaicho,District_Kibukicho,District_Kibukichokita,District_Kibunecho,District_Kozojicho,District_Kozojichokita,District_Kumanocho,District_Machiyacho,District_Maenamicho,District_Matsukawadocho,District_Matsushincho,District_Minamihanaosacho,District_Minomachi,District_Miyamachi,District_Miyukicho,District_Mizuhodoori,District_Momoyamacho,District_Myokeicho,District_Nakanocho,District_Nakashincho,District_Nishihommachi,District_Nishitakayamacho,District_Nyoisarucho,District_Odomecho,District_Ogitacho,District_Onocho,District_Otetatoricho,District_Otowacho,District_Rokken-yacho,District_Rokken-yachonishi,District_Sekidacho,District_Shimoichibacho,District_Shimoyashikicho,District_Shinodacho,District_Shinogicho,District_Shirayamacho,District_Sonakacho,District_Takakuradai,District_Takamoridai,District_Tegawacho,District_Tenjincho,District_Toriimatsucho,District_Tsunosakicho,District_Umegatsubocho,District_Wakakusadoori,District_Warizukacho,District_Yagotocho,District_Yamatodoori,District_Yayoicho,Nearest_Station_Ajima,Nearest_Station_Ajioka,Nearest_Station_Ajiyoshi (Meitetsu),Nearest_Station_Ajiyoshi (Tokaikotsu),Nearest_Station_Jinryo,Nearest_Station_Kachigawa (JR),Nearest_Station_Kasugai (JR),Nearest_Station_Kasugai (Meitetsu),Nearest_Station_Komaki,Nearest_Station_Kozoji,Nearest_Station_Manai,Nearest_Station_Ushiyama,Layout_1LDK,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LD,Layout_3LDK,Layout_3LDK+K,Layout_3LDK+S,Layout_3LK,Layout_4LDK,Layout_5LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
