,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hokkaido,"Municipality_Kiyota Ward,Sapporo City",District_Hiraoka1jo,District_Hiraoka2jo,District_Hiraoka4jo,District_Hiraoka5jo,District_Hiraoka6jo,District_Hiraokakoenhigashi,District_Kitano1jo,District_Kitano2jo,District_Kitano5jo,District_Kitano6jo,District_Kitano7jo,District_Kiyota1jo,District_Kiyota2jo,District_Kiyota4jo,District_Satozuka1jo,District_Satozuka2jo,District_Satozuka3jo,District_Shin-ei1jo,District_Shin-ei5jo,District_Utsukushigaoka3jo,Nearest_Station_Fukuzumi,Nearest_Station_Hibarigaoka (Hokkaido),Nearest_Station_Nango 18-chome,Nearest_Station_Oyachi,Nearest_Station_Shinsapporo,Layout_1K,Layout_1LDK,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3LDK,Layout_3LK,Layout_4LDK,Layout_5LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
