,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Saitama Prefecture,Municipality_Satte City,District_Higashi,District_Hirasuka,District_Kahinata,District_Kamitakano,District_Kita,District_Midoridai,District_Minami,District_Naka,District_Nishi,District_Oaza Chizuka,District_Oaza Endouchi,District_Oaza Gongendo,District_Oaza Hirano,District_Oaza Hirasuka,District_Oaza Kamiogi,District_Oaza Kamitakano,District_Oaza Kamiuwada,District_Oaza Kamiyoshiba,District_Oaza Kidachi,District_Oaza Makinoji,District_Oaza Matsuishi,District_Oaza Nakajima,District_Oaza Nakakawasaki,District_Oaza Nishisekiyado,District_Oaza Satte,District_Oaza Shimmeiuchi,District_Oaza Shimokawasaki,District_Oaza Shimoyoshiba,District_Oaza Soshinden,District_Oaza Sotogoma,District_Oaza Tenjinshima,District_Oaza Toshima,District_Oaza Uchigoma,District_Oaza Yoshino,District_Sakae,District_Yoshino,Nearest_Station_Higashiwashinomiya,Nearest_Station_Minamikurihashi,Nearest_Station_Satte,Nearest_Station_Sugitotakanodai,Nearest_Station_Tobudobutsukoen,Nearest_Station_Washinomiya,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
