,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Osaka Prefecture,"Municipality_Hirano Ward,Osaka City",District_Hiranobaba,District_Hiranohigashi,District_Hiranohommachi,District_Hiranokita,District_Hiranominami,District_Hiranomiyamachi,District_Hiranomotomachi,District_Hiranonishi,District_Kamihigashi,District_Kamikita,District_Kamikuratsukuri,District_Kamiminami,District_Kaminishi,District_Kamishogakuji,District_Kire,District_Kirehigashi,District_Kirenishi,District_Nagaremachi,District_Nagayoshideto,District_Nagayoshikawanabe,District_Nagayoshinagahara,District_Nagayoshinagaharahigashi,District_Nagayoshinagaharanishi,District_Nagayoshirokutan,District_Nishiwaki,District_Setoguchi,District_Uriwari,District_Uriwarihigashi,District_Uriwarinishi,Nearest_Station_Deto,Nearest_Station_Hirano (JR),Nearest_Station_Hirano (Osaka Metro),Nearest_Station_Kami,Nearest_Station_Kireuriwari,Nearest_Station_Kizuri-Kamikita,Nearest_Station_Minamitatsumi,Nearest_Station_Nagahara (Osaka),Nearest_Station_Shinkami,Nearest_Station_Yaominami,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2K+S,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_4DK,Layout_4LDK,Layout_5DK,Layout_5LDK,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
