,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Shizuoka Prefecture,Municipality_Kakegawa City,District_Aobadai,District_Chuo,District_Ekimae,District_Koyamachi,District_Minami,District_Nakamachi,District_Renjaku,Nearest_Station_Kakegawa,Layout_1DK,Layout_1K,Layout_1LDK,Layout_2DK,Layout_2LDK,Layout_3LDK,Layout_4LDK,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
