,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hyogo Prefecture,Municipality_Kasai City,District_Asazumacho,District_Befucho,District_Fukuicho,District_Fukuzumicho,District_Hanjocho,District_Hatacho,District_Higashikasaharacho,District_Hojocho,District_Hojochofurusaka,District_Hojochoyokoo,District_Kajiyacho,District_Kamodanicho,District_Kitacho,District_Kubotacho,District_Kuratanicho,District_Mikuchicho,District_Nakanocho,District_Nakatomicho,District_Nishikasaharacho,District_Nishitanicho,District_Nishiuenocho,District_Nodacho,District_Ojicho,District_Osakicho,District_Oyanagicho,District_Sakamotocho,District_Shimacho,District_Suidanicho,District_Tamanocho,District_Tamaokacho,District_Taniguchicho,District_Tawaracho,District_Tonoharacho,District_Totaicho,District_Uzuranocho,District_Yamashitacho,Nearest_Station_Aonogahara,Nearest_Station_Harimashimosato,Nearest_Station_Harimayokota,Nearest_Station_Hojomachi,Nearest_Station_Hokkeguchi,Nearest_Station_Osa,Nearest_Station_Tahara,Nearest_Station_Takino,Nearest_Station_Yashirocho,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
