,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Shimane Prefecture,Municipality_Matsue City,District_Agenogi,District_Chidoricho,District_Dairincho,District_Gakuemminami,District_Gakuen,District_Hamanogi,District_Higashiasahimachi,District_Higashichamachi,District_Higashitsudacho,District_Kasugacho,District_Kitatamachi,District_Koshibara,District_Kurodacho,District_Nishikawatsucho,District_Nishitsuda,District_Okudanicho,District_Sodeshicho,District_Sotonakabaracho,District_Sunagocho,District_Taishomachi,District_Tamayuchoyumachi,District_Teramachi,District_Tonomachi,District_Uchinakabaracho,Nearest_Station_Matsue,Nearest_Station_Matsueshinjikoonsen,Nearest_Station_Nogi,Nearest_Station_None,Nearest_Station_Tamatsukurionsen,Layout_1LDK,Layout_2LDK,Layout_2LDK+S,Layout_3LDK,Layout_4LDK,Layout_5LDK,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
