,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hyogo Prefecture,"Municipality_Nada Ward,Kobe City",District_Akamatsucho,District_Akasakadoori,District_Amagidoori,District_Bingocho,District_Biwacho,District_Eboshicho,District_Fukadacho,District_Fukuzumidoori,District_Funaderadoori,District_Gomodori,District_Hamadacho,District_Haradadoori,District_Hataharadoori,District_Hieharacho,District_Hiocho,District_Ichinosancho,District_Iwayakitamachi,District_Iwayanakamachi,District_Kamigawaradoori,District_Kaminokidoori,District_Kidacho,District_Kishichidoori,District_Kotokucho,District_Kuraishidoori,District_Kusugaokacho,District_Mayakaigandoori,District_Minookadoori,District_Miyakodoori,District_Miyayamacho,District_Morigocho,District_Nadakitadoori,District_Nadaminamidoori,District_Nagaminedai,District_Nagatecho,District_Nakagocho,District_Nakaharadoori,District_Odogahiracho,District_Oishihigashimachi,District_Ojicho,District_Ouchidori,District_Rokkocho,District_Rokkodaicho,District_Sakuragaokacho,District_Sakuraguchicho,District_Shikanoshitadoori,District_Shimogawaradoori,District_Shinoharadai,District_Shinoharahommachi,District_Shinoharakitamachi,District_Shinoharaminamimachi,District_Shinoharanakamachi,District_Shinoharaobanoyamacho,District_Shinzaikekitamachi,District_Shinzaikeminamimachi,District_Shironoshitadoori,District_Shironouchidori,District_Shogundoori,District_Sowacho,District_Suidosuji,District_Takaha,District_Takahacho,District_Takaodoori,District_Tokuicho,District_Tomodacho,District_Tsuchiyamacho,District_Tsurukabuto,District_Uenodoori,District_Yahatacho,District_Yakushidoori,District_Yamatocho,District_Yuminokicho,Nearest_Station_Ishiyagawa,Nearest_Station_Iwaya (Hyogo),Nearest_Station_Kasuganomichi (Hankyu),Nearest_Station_Maya,Nearest_Station_Mikage (Hankyu),Nearest_Station_Mikage (Hanshin),Nearest_Station_Nada,Nearest_Station_Nishinada,Nearest_Station_Ogi,Nearest_Station_Oishi,Nearest_Station_Ojikoen,Nearest_Station_Rokko,Nearest_Station_Rokkomichi,Nearest_Station_Shinzaike,Nearest_Station_Sumiyoshi (Hanshin),Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4K,Layout_4LDK,Layout_4LDK+S,Layout_5LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
