,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Shizuoka Prefecture,"Municipality_Nishi Ward,Hamamatsu City",District_Fukahagicho,District_Irinocho,District_Isajicho,District_Kamigayacho,District_Kamiharacho,District_Kanzanjicho,District_Kohitomicho,District_Kotocho,District_Kurematsucho,District_Kyowacho,District_Magooricho,District_Maisakachobentenjima,District_Maisakachochojushinden,District_Maisakachohamada,District_Maisakachomaisaka,District_Murakushicho,District_Nishikamoecho,District_Nishiyamacho,District_Ohiradai,District_Ohitomicho,District_Okubocho,District_Oyamacho,District_Sahamacho,District_Sakuradai,District_Shinoharacho,District_Shitoro,District_Shitorocho,District_Shonaicho,District_Showacho,District_Tsuboicho,District_Wajicho,District_Yuto,District_Yuutochoyamazaki,District_Yuutouchoubumi,Nearest_Station_Bentenjima,Nearest_Station_Hamamatsu,Nearest_Station_Maisaka,Nearest_Station_Takatsuka,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Potential Residential Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
