,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Miyagi Prefecture,"Municipality_Shibata Town,Shibata County",District_Funaokachuo,District_Funaokadoteuchi,District_Funaokahigashi,District_Funaokaminami,District_Funaokanishi,District_Funaokashin-ei,District_Higashifunabasama,District_Kenzaki,District_Kitafunaoka,District_Matsugagoshi,District_Nishifunabasama,District_Oaza Ebiana,District_Oaza Funaoka,District_Oaza Honfunabasama,District_Oaza Kaminomyo,District_Oaza Nakanomyo,District_Oaza Shimonomyo,District_Oaza Tsukinoki,District_Oaza Yokkaichiba,District_Tsukinokiekinishi,District_Tsukinokihigashi,District_Tsukinokikamimachi,District_Tsukinokinishi,District_Tsukinokishimmachi,District_Tsukinokishimomachi,District_Tsukinokishirahata,Nearest_Station_Funaoka (Miyagi),Nearest_Station_Higashifunaoka,Nearest_Station_Ogawara (Miyagi),Nearest_Station_Tsukinoki,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
