,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Gifu Prefecture,Municipality_Kani City,District_Aigigaoka,District_Dota,District_Hanyugaoka,District_Hatobukidai,District_Higashikatabira,District_Hiragaito,District_Hiromi,District_Hiromigaoka,District_Hoshimidai,District_Ima,District_Imawatari,District_Ishimori,District_Kakida,District_Kaneyama,District_Katsuragaoka,District_Kawai,District_Kawaikita,District_Koyodai,District_Kukuri,District_Kukurikakishita,District_Matsubuse,District_Midori,District_Midorigaoka,District_Misatogaoka,District_Mizukigaoka,District_Murohara,District_Nagahora,District_Nagasaka,District_Nakaedo,District_Nijigaoka,District_Nino,District_Nishikatabira,District_Omori,District_Omoridai,District_Sakado,District_Sakuragaoka,District_Satsukigaoka,District_Seta,District_Shimizugaoka,District_Shimoedo,District_Shimogiri,District_Shio,District_Shuga,District_Tokunominami,District_Wakabadai,District_Yato,District_Zendaiji,Nearest_Station_Akechi (Meitetsu),Nearest_Station_Hime,Nearest_Station_Kani,Nearest_Station_Kanigawa,Nearest_Station_Nemoto,Nearest_Station_Nihon Line Imawatari,Nearest_Station_Nishikani,Nearest_Station_None,Nearest_Station_Shimogiri,Nearest_Station_Shinkani,Nearest_Station_Tajimi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
