,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kanagawa Prefecture,"Municipality_Minami Ward,Yokohama City",District_Bessho,District_Besshonakazatodai,District_Eirakucho,District_Enokicho,District_Fushimicho,District_Futabacho,District_Gumyojicho,District_Hachimancho,District_Hananokicho,District_Heiraku,District_Hiecho,District_Higashimaitamachi,District_Horinouchicho,District_Idogayakamimachi,District_Idogayanakamachi,District_Idogayashimomachi,District_Kanoedai,District_Karasawa,District_Kyoshincho,District_Maesatocho,District_Maganecho,District_Maitacho,District_Manseicho,District_Miharudai,District_Minamiota,District_Minamiyoshidamachi,District_Miyamotocho,District_Mutsukawa,District_Mutsumicho,District_Nagatadai,District_Nagatahigashi,District_Nagatakita,District_Nagataminami,District_Nagataminamidai,District_Nagatasannodai,District_Nakajimacho,District_Nakamuracho,District_Nakazato,District_Nishinakacho,District_Ohashicho,District_Ooka,District_San-ya,District_Sannocho,District_Shimizugaoka,District_Shinkawacho,District_Shiroganecho,District_Shirotaecho,District_Shukucho,District_Takanecho,District_Tooricho,District_Urafunecho,District_Wakamiyacho,District_Yoshinocho,Nearest_Station_Bandobashi,Nearest_Station_Gumyoji (Keikyu),Nearest_Station_Gumyoji (Yokohamashiei),Nearest_Station_Higashitotsuka,Nearest_Station_Hodogaya,Nearest_Station_Idogaya,Nearest_Station_Isezakichojamachi,Nearest_Station_Ishikawacho,Nearest_Station_Kamiooka,Nearest_Station_Koganecho,Nearest_Station_Maita,Nearest_Station_Minamiota,Nearest_Station_None,Nearest_Station_Takashimacho,Nearest_Station_Yamate,Nearest_Station_Yoshinocho,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
