,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kagoshima Prefecture,Municipality_Makurazaki City,District_Asahimachi,District_Beppuhigashimachi,District_Chiyodacho,District_Chuocho,District_Ebisucho,District_Higashihommachi,District_Hinodecho,District_Hiratamachi,District_Itashikihommachi,District_Itashikinishimachi,District_Iwadocho,District_Iwasakicho,District_Izumimachi,District_Kagofumotomachi,District_Kobacho,District_Kotobukicho,District_Meiwacho,District_Midorimachi,District_Miharamachi,District_Minatomachi,District_Miyamaecho,District_Miyatacho,District_Myokemmachi,District_Nakamachi,District_Nishihommachi,District_Origuchicho,District_Otsukaminamimachi,District_Otsukanakamachi,District_Sakaehommachi,District_Sakaenakamachi,District_Sakuragicho,District_Sakurayamacho,District_Sakurayamahommachi,District_Shimmachi,District_Shiomicho,District_Shioyakitamachi,District_Shioyaminamimachi,District_Shirasawahigashimachi,District_Shirasawanishimachi,District_Sonomihommachi,District_Sumiyoshicho,District_Takamicho,District_Tategamihommachi,District_Tategamikitamachi,District_Wakabacho,District_Yamatecho,Nearest_Station_Makurazaki,Nearest_Station_Satsumaitashiki,Nearest_Station_Shirasawa (Kagoshima),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-city Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
