,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hokkaido,Municipality_Otaru City,District_Aioicho,District_Akaiwa,District_Asari,District_Asarigawaonsen,District_Boyodai,District_Funahamacho,District_Hanazono,District_Hariusucho,District_Harukacho,District_Hoshinocho,District_Inaho,District_Irifune,District_Ironai,District_Ishiyamacho,District_Katsunaicho,District_Katsuraokacho,District_Masakae,District_Matsugae,District_Midori,District_Miharashicho,District_Minatomachi,District_Mogami,District_Nagahashi,District_Nishikimachi,District_Okusawa,District_Otamoi,District_Ranshima,District_Saiwai,District_Sakaimachi,District_Sakura,District_Shimizucho,District_Shinko,District_Shinkocho,District_Shinonomecho,District_Shintomicho,District_Shiomidai,District_Shioya,District_Shukutsu,District_Suehirocho,District_Suminoe,District_Sumiyoshicho,District_Takashima,District_Temiya,District_Tenjin,District_Tomioka,District_Toyokawacho,District_Umegaecho,District_Wakamatsu,District_Wakatakecho,District_Yamadamachi,District_Zenibako,Nearest_Station_Asari,Nearest_Station_Hoshimi,Nearest_Station_Kutchan,Nearest_Station_Minamiotaru,Nearest_Station_Otaru,Nearest_Station_Otaruchikko,Nearest_Station_Ranshima,Nearest_Station_Shioya,Nearest_Station_Zenibako,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Potential Residential Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
