,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tokyo,Municipality_Arakawa Ward,District_Arakawa,District_Higashinippori,District_Higashiogu,District_Machiya,District_Minamisenju,District_Nishinippori,District_Nishiogu,Nearest_Station_Akadoshogakkomae,Nearest_Station_Arakawa 2-chome,Nearest_Station_Arakawa 7-chome,Nearest_Station_Arakawaitchumae,Nearest_Station_Arakawakuyakushomae,Nearest_Station_Arakawashakomae,Nearest_Station_Arakawayuenchimae,Nearest_Station_Hibiya,Nearest_Station_Higashiogu 3-chome,Nearest_Station_Kumanomae,Nearest_Station_Machiya,Nearest_Station_Machiya 2-chome,Nearest_Station_Machiyaekimae,Nearest_Station_Mikawashima,Nearest_Station_Minamisenju,Nearest_Station_Minowa,Nearest_Station_Minowabashi,Nearest_Station_Miyanomae,Nearest_Station_Nippori,Nearest_Station_Nishinippori,Nearest_Station_None,Nearest_Station_Odai,Nearest_Station_Oku,Nearest_Station_Shinmikawashima,Nearest_Station_Tabata,Nearest_Station_Uguisudani,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,"Transactional factors_Dealings including private road,Dealings including special circumstances",Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
