,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hiroshima Prefecture,"Municipality_Asakita Ward,Hiroshima City",District_Asacho,District_Asahigaoka,District_Fukawa,District_Kabe,District_Kabecho,District_Kabehigashi,District_Kabeminami,District_Kameyama,District_Kameyamaminami,District_Kameyamanishi,District_Kamezaki,District_Kamifukawacho,District_Karugacho,District_Kuchita,District_Kuchitaminami,District_Kurakake,District_Magame,District_Miiri,District_Miirihigashi,District_Miiriminami,District_Obayashi,District_Obayashicho,District_Ochiai,District_Ochiaiminami,District_Ogawaracho,Nearest_Station_Akiyaguchi,Nearest_Station_Hesaka,Nearest_Station_Hiroshima,Nearest_Station_Kabe,Nearest_Station_Kamifukawa,Nearest_Station_Kamiyasu,Nearest_Station_Karuga,Nearest_Station_Kodo-Homachigawa,Nearest_Station_Kumura,Nearest_Station_Nakafukawa,Nearest_Station_Nakashima (Hiroshima),Nearest_Station_Nishihiroshima,Nearest_Station_None,Nearest_Station_Shimofukawa,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Outside City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_Dealings of real estate to which mortgage etc. are set,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
