,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Shiga Prefecture,Municipality_Kusatsu City,District_Anamuracho,District_Aojicho,District_Ashiuracho,District_Bambacho,District_Hashiokacho,District_Higashikusatsu,District_Higashiyagura,District_Hirai,District_Hiraicho,District_Kamideracho,District_Kamigasa,District_Kasayama,District_Kataokacho,District_Kawara,District_Kawaracho,District_Kinokawacho,District_Kitayamadacho,District_Komaizawacho,District_Kusatsu,District_Kusatsucho,District_Mikuracho,District_Minamigasacho,District_Minamigasahigashi,District_Minamikusatsu,District_Minamiyamadacho,District_Nishikusatsu,District_Nishiojicho,District_Nishishibukawa,District_Nishiyagura,District_Noji,District_Nojicho,District_Nojihigashi,District_Nomura,District_Oiwake,District_Oiwakeminami,District_Oji,District_Okamotocho,District_Oroshimocho,District_Sakuragaoka,District_Shibukawa,District_Shimoderacho,District_Shimogasacho,District_Shinacho,District_Shinanakacho,District_Shindocho,District_Shinhamacho,District_Wakakusa,District_Wakatakecho,District_Yabasecho,District_Yagura,District_Yamadacho,District_Yamaderacho,Nearest_Station_Kusatsu (Shiga),Nearest_Station_Minamikusatsu,Nearest_Station_Ritto,Nearest_Station_Seta (Shiga),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
