,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Gifu Prefecture,"Municipality_Ono Town,Ibi County",District_Oaza Aiba,District_Oaza Gonori,District_Oaza Honjo,District_Oaza Inabata,District_Oaza Inatomi,District_Oaza Jinai,District_Oaza Kamiiso,District_Oaza Kandake,District_Oaza Kano,District_Oaza Koebi,District_Oaza Kugo,District_Oaza Kurono,District_Oaza Minamigata,District_Oaza Nakanomoto,District_Oaza Nishigata,District_Oaza No,District_Oaza Oebi,District_Oaza Ono,District_Oaza Rokuri,District_Oaza Ryoke,District_Oaza Sakuradaimon,District_Oaza Seko,District_Oaza Shimogata,District_Oaza Shimoiso,District_Oaza Shimozagura,District_Oaza Ushibora,Nearest_Station_Hirogodo,Nearest_Station_Ibi,Nearest_Station_Komano,Nearest_Station_Motosu,City Planning_Non-divided City Planning Area,City Planning_Outside City Planning Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
