,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kagawa Prefecture,Municipality_Marugame City,District_Ayautachokurikumahigashi,District_Ayautachokurikumanishi,District_Ayautachookadahigashi,District_Ayautachookadakami,District_Ayautachookadanishi,District_Ayautachookadashimo,District_Ayautachotomikuma,District_Doicho,District_Dokichohigashi,District_Dokichonishi,District_Fujimicho,District_Fukushimacho,District_Furutaimachi,District_Gobushocho,District_Gungecho,District_Hachibancho,District_Hamamachi,District_Hanzanchohigashiogawa,District_Hanzanchohigashisakamoto,District_Hanzanchokamihogunji,District_Hanzanchokawahara,District_Hanzanchonishisakamoto,District_Hanzanchosantoki,District_Hanzanchoshimohogunji,District_Haradacho,District_Hommachi,District_Iinochohigashibun,District_Iinochohigashifuta,District_Iinochonishibun,District_Imazucho,District_Jonancho,District_Joseicho,District_Jotocho,District_Jubancho,District_Kanakuracho,District_Kawanishichokita,District_Kawanishichominami,District_Kawaramachi,District_Kayamachi,District_Kitahirayamacho,District_Kubancho,District_Kubaracho,District_Maejioyacho,District_Nakabucho,District_Nakazucho,District_Nanjomachi,District_Nishihirayamacho,District_Nishihommachi,District_Saiwaicho,District_Sanjocho,District_Shindencho,District_Shinhamacho,District_Shioyacho,District_Shiwakumachi,District_Tamuracho,District_Tarumicho,District_Tomiyamachi,District_Tsunomoricho,District_Yamanokitacho,Nearest_Station_Hayuka,Nearest_Station_Hazama,Nearest_Station_Konzoji,Nearest_Station_Kurikuma,Nearest_Station_Marugame,Nearest_Station_Okada (Takamatsu),Nearest_Station_Sakaide,Nearest_Station_Sanukifuchu,Nearest_Station_Sanukishioya,Nearest_Station_Takamatsu (Kagawa),Nearest_Station_Utazu,Nearest_Station_Zentsuji,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including valueless house",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
