,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Osaka Prefecture,"Municipality_Higashiyodogawa Ward,Osaka City",District_Aikawa,District_Awaji,District_Daido,District_Daidominami,District_Higashiawaji,District_Higashinakajima,District_Hoshin,District_Itakano,District_Kamishinjo,District_Kitaeguchi,District_Komatsu,District_Kunijima,District_Minamieguchi,District_Nishiawaji,District_Osumi,District_Shimoshinjo,District_Sugahara,District_Toyosato,District_Zuiko,Nearest_Station_Aikawa,Nearest_Station_Awaji,Nearest_Station_Daido Toyosato,Nearest_Station_Higashiyodogawa,Nearest_Station_Imazato (Osaka Metro),Nearest_Station_Itakano,Nearest_Station_JR Awaji,Nearest_Station_Kamishinjo,Nearest_Station_Kunijima,Nearest_Station_Minamikata (Osaka),Nearest_Station_Nishinakajimaminamigata,Nearest_Station_Shimoshinjo,Nearest_Station_Shin-osaka,Nearest_Station_Sozenji,Nearest_Station_Zuiko 4-chome,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
