,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukuoka Prefecture,Municipality_Itoshima City,District_Arita,District_Aritachuo,District_Chihayashinden,District_Daimon,District_Hatae,District_Hataekikita,District_Hataekiminami,District_Higashi,District_Hon,District_Ikeda,District_Ita,District_Itamochi,District_Itonomori,District_Iwara,District_Kafuri,District_Kamiari,District_Kawatsuki,District_Koraiji,District_Koriki,District_Kuramochi,District_Maebaru,District_Maebaruchuo,District_Maebaruekiminami,District_Maebaruhigashi,District_Maebarukita,District_Maebaruminami,District_Maebarunishi,District_Mikumo,District_Minakazedai,District_Misakigaoka,District_Nagano,District_Nijofukae,District_Nijofukui,District_Nijoishizaki,District_Nijokamifukae,District_Nijomasue,District_Nijomatsukuni,District_Nijomitsuyoshi,District_Nijoshikaka,District_Nijotake,District_Nijotanaka,District_Nijoyoshii,District_Oginora,District_Raizan,District_Seto,District_Shimababa,District_Shimafunakoshi,District_Shimahatsu,District_Shimaidawara,District_Shimainaba,District_Shimainadome,District_Shimakeya,District_Shimakishi,District_Shimakofuji,District_Shimakoganemaru,District_Shimakuga,District_Shimamatsuguma,District_Shimamitoko,District_Shimamoroyoshi,District_Shimanogita,District_Shimasakurai,District_Shimashimmachi,District_Shimayoshida,District_Shinden,District_Shinowara,District_Shinowarahigashi,District_Shinowaranishi,District_Shito,District_Sone,District_Suenaga,District_Takasu,District_Takata,District_Tomari,District_Tomi,District_Urashi,District_Uru,District_Yubi,Nearest_Station_Chikuzenfukae,Nearest_Station_Chikuzenmaebaru,Nearest_Station_Dainyu,Nearest_Station_Fukuyoshi,Nearest_Station_Hatae,Nearest_Station_Ikisan,Nearest_Station_Itoshimakoko-Mae,Nearest_Station_Kafuri,Nearest_Station_Misakigaoka,Nearest_Station_Shikaka,Nearest_Station_Susenji,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-city Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
