,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hyogo Prefecture,"Municipality_Kita Ward,Kobe City",District_Arimacho,District_Arinocho,District_Arinodai,District_Arinonakamachi,District_Fujiwaradaikitamachi,District_Fujiwaradaiminamimachi,District_Hanayamahigashimachi,District_Hinomine,District_Hiyodoridai,District_Izumidai,District_Kanokodaikitamachi,District_Karatodai,District_Katsuragi,District_Kimikagecho,District_Kitagoyo,District_Koeidai,District_Koyocho,District_Matsugaecho,District_Midorimachi,District_Minamigoyo,District_Nakazatocho,District_Nishioike,District_Ohara,District_Owakidai,District_Shobugaoka,District_Suzurandaihigashimachi,District_Suzurandaikitamachi,District_Suzurandaiminamimachi,District_Suzurandainishimachi,District_Tanigamihigashimachi,District_Tanigaminishimachi,District_Wakabadai,District_Yamadachokamitanigami,District_Yamadachoobu,District_Yamadachoshimotanigami,Nearest_Station_Arimaonsen,Nearest_Station_Dojominamiguchi,Nearest_Station_Gosha,Nearest_Station_Hanayama,Nearest_Station_Hiyodorigoe,Nearest_Station_Hyogo,Nearest_Station_Ishiyagawa,Nearest_Station_Karatodai,Nearest_Station_Kitasuzurandai,Nearest_Station_Kobe (Hyogo),Nearest_Station_Minotani,Nearest_Station_Niro,Nearest_Station_Nishisuzurandai,Nearest_Station_None,Nearest_Station_Ogi,Nearest_Station_Oike,Nearest_Station_Okaba,Nearest_Station_Shintetsudojo,Nearest_Station_Shintetsurokko,Nearest_Station_Suzurandai,Nearest_Station_Suzurandainishiguchi,Nearest_Station_Tanigami,Nearest_Station_Taoji,Nearest_Station_Yamanomichi,Layout_1DK,Layout_1K,Layout_1LDK,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
