,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tochigi Prefecture,Municipality_Shimotsuke City,District_Bunkyo,District_Daikoji,District_Ekihigashi,District_Gion,District_Hananoki,District_Hashimoto,District_Higashimaehara,District_Idaimae,District_Ishibashi,District_Kamidairyo,District_Kamikoyama,District_Karasugamori,District_Kawanago,District_Koganei,District_Kokubunji,District_Midori,District_Minowa,District_Motoyoshida,District_Niragawa,District_Sasahara,District_Shiba,District_Shimodairyo,District_Shimofubasami,District_Shimoishibashi,District_Shimokoyama,District_Shimotsuboyama,District_Tanaka,District_Yakushiji,Nearest_Station_Ishibashi (Tochigi),Nearest_Station_Jichiidai,Nearest_Station_Koganei,Nearest_Station_Mibu,Nearest_Station_Omochanomachi,Nearest_Station_Suzumenomiya,Nearest_Station_Yasuzuka,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
