,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kochi Prefecture,Municipality_Susaki City,District_Akazakimachi,District_Haramachi,District_Higashifuruichimachi,District_Higashitadasumachi,District_Kajimachi,District_Koda,District_Minamifuruichimachi,District_Myokemmachi,District_Nakamachi,District_Nishifuruichimachi,District_Nishimachi,District_Nishitadasumachi,District_Nishizakimachi,District_Omahigashimachi,District_Omahommachi,District_Omanishimachi,District_Onogo,District_Saiwaimachi,District_Sodayama,District_Tsuchizakimachi,District_Yamatemachi,Nearest_Station_Aso,Nearest_Station_Oma,Nearest_Station_Onogo,Nearest_Station_Susaki,Nearest_Station_Tosashinjo,City Planning_Non-divided City Planning Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
