,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kanagawa Prefecture,"Municipality_Kawasaki Ward,Kawasaki City",District_Asada,District_Asahicho,District_Daimachi,District_Daishiekimae,District_Daishigawara,District_Daishihoncho,District_Daishimachi,District_Dekino,District_Egawa,District_Enokicho,District_Fujimi,District_Fujisaki,District_Hamacho,District_Higashidacho,District_Higashimonzen,District_Hinode,District_Honcho,District_Horinouchicho,District_Ikeda,District_Ikegamicho,District_Ikegamishincho,District_Isago,District_Isecho,District_Kaizuka,District_Kannon,District_Kawanakajima,District_Kokandori,District_Kyomachi,District_Minamicho,District_Minatocho,District_Miyamaecho,District_Motoki,District_Nakajima,District_Nakase,District_Nisshincho,District_Oda,District_Odasakae,District_Ogawacho,District_Ogimachi,District_Oiwakecho,District_Oshima,District_Oshimakamicho,District_Sakaimachi,District_Sakuramoto,District_Shimonamiki,District_Shiohama,District_Showa,District_Tajimacho,District_Tamachi,District_Tonomachi,District_Tsutsumine,District_Watarida,District_Wataridahigashicho,District_Wataridamukaicho,District_Wataridasannocho,District_Wataridashincho,District_Yotsuyakamicho,District_Yotsuyashimocho,Nearest_Station_Hamakawasaki,Nearest_Station_Hatchonawate,Nearest_Station_Higashimonzen,Nearest_Station_Kawasaki,Nearest_Station_Kawasakidaishi,Nearest_Station_Kawasakishinmachi,Nearest_Station_Keikyukawasaki,Nearest_Station_Kojimashinden,Nearest_Station_Minatocho,Nearest_Station_Sangyodoro,Nearest_Station_Suzukicho,Nearest_Station_Tsurumiichiba,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
