,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukui Prefecture,Municipality_Awara City,District_Ashizuru,District_Funatsu,District_Futaomote,District_Hananomori,District_Harumiya,District_Hasugaura,District_Higashionsen,District_Higashiyama,District_Horiejuraku,District_Ichihime,District_Jiromaru,District_Jiyuugaoka,District_Jo,District_Kakibara,District_Kamban,District_Kitagata,District_Koma,District_Kunikage,District_Maedani,District_Miyadani,District_Nakaban,District_Nakagawa,District_Namimatsu,District_Nishionsen,District_Omizo,District_Onsen,District_Sasaoka,District_Seio,District_Shimoban,District_Shimokanaya,District_Taki,District_Tanakanaka,District_Tozenji,District_Uryu,District_Ushinoya,District_Yokogaki,District_Yoshizaki,Nearest_Station_Awaraonsen,Nearest_Station_Awarayunomachi,Nearest_Station_Honjo,Nearest_Station_Hosorogi,Nearest_Station_Maruoka,Nearest_Station_Ushinoya,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-city Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
