,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hyogo Prefecture,"Municipality_Nagata Ward,Kobe City",District_Boojicho,District_Chojacho,District_Dainichigaokacho,District_Futabacho,District_Gempeicho,District_Gobancho,District_Goinoikecho,District_Haginocho,District_Hanayamacho,District_Hayashiyamacho,District_Higashimaruyamacho,District_Hiyoshicho,District_Honjocho,District_Hosodacho,District_Ichiriyamacho,District_Ikedateramachi,District_Kaguracho,District_Kaiuncho,District_Kamiikeda,District_Katayamacho,District_Kitamachi,District_Kubocho,District_Maebaracho,District_Maruyamacho,District_Matsunodoori,District_Mikuradoori,District_Miyagawacho,District_Miyaokacho,District_Mizukasadoori,District_Myosenjicho,District_Nagaocho,District_Nagaracho,District_Nagatacho,District_Nagatatenjincho,District_Nibancho,District_Nishidaidoori,District_Nishimaruyamacho,District_Nishiyamacho,District_Ohashicho,District_Omichidoori,District_Otanicho,District_Otsukacho,District_Oyashikidoori,District_Rokubancho,District_Shikamatsucho,District_Shodacho,District_Sugaharadoori,District_Takatorisancho,District_Takitanicho,District_Teraikecho,District_Tozakidoori,District_Udezukacho,District_Uguisucho,District_Wakamatsucho,District_Yamashitacho,District_Yombancho,Nearest_Station_Daikai,Nearest_Station_Hiyodorigoe,Nearest_Station_Hyogo,Nearest_Station_Itayado,Nearest_Station_Kamisawa,Nearest_Station_Komagabayashi,Nearest_Station_Kosokukobe,Nearest_Station_Kosokunagata,Nearest_Station_Maruyama (Hyogo),Nearest_Station_Nagata (Kobedentetsu),Nearest_Station_Nagata (Kobeshiei),Nearest_Station_Nishidai,Nearest_Station_Shinnagata,Nearest_Station_Takatori,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4K,Layout_4LDK,Layout_5LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
