,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Gifu Prefecture,Municipality_Hashima City,District_Ajikacho,District_Ajikachokoarai,District_Egiracho,District_Egirachoenaka,District_Egirachoenishi,District_Fukujucho,District_Fukujuchoasahira,District_Fukujuchohirakata,District_Fukujuchohongo,District_Fukujuchomajima,District_Funabashicho,District_Funabashichodesuka,District_Funabashichohommachi,District_Funabashichomiyakita,District_Hottsucho,District_Hottsuchosukaminami,District_Hottsuchoyokote,District_Kaminakacho,District_Kuwabaracho,District_Kuwabarachoheita,District_Kuwabarachoosu,District_Masakicho,District_Masakichokamioura,District_Masakichomori,District_Masakichoourashinden,District_Masakichosakamaru,District_Ogumacho,District_Ogumachoshima,District_Ogumachosotoawano,District_Ogumachotenno,District_Ogumachouchiawano,District_Shimonakacho,District_Shimonakachoichinoeda,District_Shinseicho,District_Takehanacho,District_Takehanachomarunouchi,Nearest_Station_Egira,Nearest_Station_Fuwaishiki,Nearest_Station_Gifuhashima,Nearest_Station_Hashimashiyakushomae,Nearest_Station_Minamijuku,Nearest_Station_None,Nearest_Station_Shinhashima,Nearest_Station_Suka,Nearest_Station_Takehana,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
