,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kanagawa Prefecture,"Municipality_Tsurumi Ward,Yokohama City",District_Asahicho,District_Baba,District_Daitocho,District_Egasakicho,District_Heiancho,District_Higashiterao,District_Higashiteraokitadai,District_Higashiteraonakadai,District_Honchodoori,District_Ichibafujimicho,District_Ichibakamicho,District_Ichibashimocho,District_Ichibayamatocho,District_Kajiyama,District_Kaminomiya,District_Kamisueyoshi,District_Kishiya,District_Kitaterao,District_Komaoka,District_Motomiya,District_Mukaicho,District_Nakadoori,District_Namamugi,District_Onocho,District_Sakaechodoori,District_Shimosueyoshi,District_Shioiricho,District_Shishigaya,District_Shitanoyacho,District_Shitsute,District_Sugasawacho,District_Suwazaka,District_Teraya,District_Toyookacho,District_Tsukunocho,District_Tsurumi,District_Tsurumichuo,District_Ushiodacho,District_Yako,Nearest_Station_Anzen,Nearest_Station_Asano,Nearest_Station_Bentenbashi,Nearest_Station_Hatchonawate,Nearest_Station_Kagetsuenmae,Nearest_Station_Keikyutsurumi,Nearest_Station_Kikuna,Nearest_Station_Kokudo,Nearest_Station_Myorenji,Nearest_Station_Namamugi,Nearest_Station_Oguchi,Nearest_Station_Okurayama (Kanagawa),Nearest_Station_Shinkoyasu,Nearest_Station_Shitte,Nearest_Station_Tsunashima,Nearest_Station_Tsurumi,Nearest_Station_Tsurumiichiba,Nearest_Station_Tsurumiono,Nearest_Station_Yako,Layout_1DK,Layout_1K,Layout_1K+S,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+K,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4LDK,Layout_5LDK,Layout_6LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of real estate that includes wound etc.,"Transactional factors_Dealings of real estate to which mortgage etc. are set,Dealings in which auction or arbiter participates",Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
