,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Oita Prefecture,Municipality_Saiki City,District_(No Address),District_Ganda,District_Higashimachi,District_Hinodemachi,District_Hiranomachi,District_Hojima,District_Ikefunemachi,District_Jokahigashimachi,District_Jokanishimachi,District_Jonammachi,District_Jotomachi,District_Kasugamachi,District_Kazuraminato,District_Kurushimamachi,District_Nagashimamachi,District_Nakamurakitamachi,District_Nakamuraminamimachi,District_Nakamuranishimachi,District_Nakanoshima,District_Nakanoshimahigashimachi,District_Nookamachi,District_Oaza Hase,District_Oaza Hiana,District_Oaza Ikeda,District_Oaza Inagaki,District_Oaza Kaizaki,District_Oaza Kamioka,District_Oaza Nagara,District_Oaza Tsurumi,District_Otemachi,District_Sendomachi,District_Tanouramachi,District_Tokiwahigashimachi,District_Tokiwaminamimachi,District_Tokiwanishimachi,District_Tsuruokamachi,District_Tsuruokanishimachi,District_Tsuruyamachi,District_Uchimachi,District_Usutsubo,District_Wakamiyamachi,Nearest_Station_Kaizaki,Nearest_Station_Kamioka,Nearest_Station_Saiki,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
