,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukuoka Prefecture,"Municipality_Jonan Ward,Fukuoka City",District_Arae,District_Befu,District_Chayama,District_Higashiaburayama,District_Hiikawa,District_Hoshiguma,District_Iikura,District_Katae,District_Matsuyama,District_Minamikatae,District_Nagao,District_Nanakuma,District_Nishikatae,District_Oaza Higashiaburayama,District_Shinshoji,District_Tashima,District_Tomooka,District_Torikai,District_Tsutsumi,District_Umebayashi,District_Yuusentei,Nearest_Station_Befu (Fukuoka),Nearest_Station_Chayama (Fukuoka),Nearest_Station_Fukudaimae,Nearest_Station_Kanayama (Fukuoka),Nearest_Station_Nanakuma,Nearest_Station_Nishijin,Nearest_Station_Nishitetsuhirao,Nearest_Station_Noke,Nearest_Station_None,Nearest_Station_Ropponmatsu,Nearest_Station_Sakurazaka,Nearest_Station_Umebayashi (Fukuoka),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
