,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukuoka Prefecture,Municipality_Dazaifu City,District_Aobadai,District_Aoyama,District_Baikoen,District_Gojo,District_Ishizaka,District_Kanzeonji,District_Kokubu,District_Mikasa,District_Mizuki,District_Mukaizano,District_Nagauradai,District_Oaza Kitadani,District_Oaza Kokubu,District_Oaza Mukaizano,District_Oaza Ozano,District_Oaza Toonokoga,District_Oaza Uchiyama,District_Oaza Yoshimatsu,District_Ozano,District_Rengaya,District_Saifu,District_Saito,District_Sakamoto,District_Sanjo,District_Shirakawa,District_Suzaku,District_Takao,District_Tofurominami,District_Toonokoga,District_Umegaoka,District_Yoshimatsu,Nearest_Station_Asakuragaido,Nearest_Station_Chikushi,Nearest_Station_Dazaifu,Nearest_Station_Futsukaichi,Nearest_Station_Mizuki,Nearest_Station_Murasaki,Nearest_Station_Nishitetsufutsukaichi,Nearest_Station_Nishitetsugojo,Nearest_Station_Nishitetsuhirao,Nearest_Station_Shimoori,Nearest_Station_Shiragibaru,Nearest_Station_Tofuromae,Nearest_Station_Tofurominami,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-city Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
