,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tottori Prefecture,"Municipality_Kotoura Town,Tohaku County",District_Oaza Akasaki,District_Oaza Ho,District_Oaza Idekami,District_Oaza Kogane,District_Oaza Miho,District_Oaza Mitsu,District_Oaza Nakao,District_Oaza Otsuka,District_Oaza Shimoise,District_Oaza Tokuman,District_Oaza Tsukinoshita,District_Oaza Urayasu,District_Oaza Yabase,Nearest_Station_Akasaki,Nearest_Station_None,Nearest_Station_Urayasu (Tottori),Nearest_Station_Yabase,Nearest_Station_Yura,City Planning_Non-divided City Planning Area,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
