,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Yamanashi Prefecture,Municipality_Koshu City,District_Enzammikkaichiba,District_Enzan-akao,District_Enzan-oyashiki,District_Enzan-ushioku,District_Enzanchino,District_Enzanfujiki,District_Enzanfukuori,District_Enzanhirasawa,District_Enzankamiaono,District_Enzankamihagihara,District_Enzankamiijiri,District_Enzankamiodawara,District_Enzankamiozo,District_Enzankamishiogo,District_Enzankumano,District_Enzannakahagihara,District_Enzannishinohara,District_Enzanshimoaono,District_Enzanshimohagihara,District_Enzanshimoodawara,District_Enzanshimoozo,District_Enzanshimoshiogo,District_Enzanshimoyunoki,District_Enzantakemori,District_Katsunumachohishiyama,District_Katsunumachokamiiwasaki,District_Katsunumachokatsunuma,District_Katsunumachokyusoku,District_Katsunumachoosade,District_Katsunumachoshimoiwasaki,District_Katsunumachotodoroki,District_Katsunumachowatazuka,District_Katsunumachoyama,Nearest_Station_Enzan,Nearest_Station_Higashiyamanashi,Nearest_Station_Katsunumabudokyo,Nearest_Station_Kofu,Nearest_Station_Yamanashishi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
