,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Tottori Prefecture,Municipality_Tottori City,District_Aobacho,District_Eirakuonsencho,District_Gyotoku,District_Hommachi,District_Kawabata,District_Kawaramachi,District_Kotobukicho,District_Koyamachohigashi,District_Koyamachokita,District_Koyamachonishi,District_Minamimachi,District_Minamiyoshikata,District_Miyanaga,District_Motomachi,District_Nishimachi,District_Ogimachi,District_Saiwaicho,District_Sakaemachi,District_Suehiroonsencho,District_Tenjincho,District_Teramachi,District_Tomiyasu,District_Yoshikata,District_Yoshikataonsen,District_Yoshinari,Nearest_Station_Koyama,Nearest_Station_Tottori,Nearest_Station_Tottoridaigakumae,Layout_1DK,Layout_1K,Layout_1R,Layout_2DK,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4LDK,Layout_Open Floor,City Planning_Category I Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
