,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Okinawa Prefecture,Municipality_Uruma City,District_Agena,District_Aza Agena,District_Aza Akamichi,District_Aza Akano,District_Aza Enobi,District_Aza Esu,District_Aza Gushikawa,District_Aza Iribaru,District_Aza Kanekadan,District_Aza Kawasaki,District_Aza Kawata,District_Aza Kombu,District_Aza Kyan,District_Aza Maehara,District_Aza Miyazato,District_Aza Nakamine,District_Aza Ota,District_Aza Shioya,District_Aza Taba,District_Aza Tairagawa,District_Aza Takaesu,District_Aza Tengan,District_Aza Toyohara,District_Aza Uezu,District_Aza Uken,District_Ishikawa,District_Ishikawaagariyama,District_Ishikawaagariyamamotomachi,District_Ishikawaakasaki,District_Ishikawaakebono,District_Ishikawahigashionna,District_Ishikawaiha,District_Ishikawakadekaru,District_Ishikawashirahama,District_Ishikawasonan,District_Ishikawayamashiro,District_Katsuren-uchima,District_Katsurenhaebaru,District_Katsurenhama,District_Katsurenhenna,District_Katsurenheshikiya,District_Katsurentsuken,District_Kinaka,District_Midorimachi,District_Yonashiro,District_Yonashiroaseri,District_Yonashirohenza,District_Yonashiroikei,District_Yonashiroikemi,District_Yonashironishihara,District_Yonashironohen,District_Yonashiroteruma,District_Yonashirotobaru,District_Yonashiroyakena,Nearest_Station_None,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-residential Zone,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
