,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Fukuoka Prefecture,"Municipality_Kokuraminami Ward,Kitakyushu City",District_Fujimi,District_Harugaoka,District_Higashinuki,District_Hinodemachi,District_Ishidaminami,District_Jono,District_Kamikuzuhara,District_Kamisoneshimmachi,District_Kamiyoshida,District_Kikugaoka,District_Kitagata,District_Kusamihigashi,District_Kusaminishi,District_Kuzuhara,District_Kuzuharahommachi,District_Minamigata,District_Moritsune,District_Moritsunehommachi,District_Nakasone,District_Nakasonehigashi,District_Numahommachi,District_Numamidorimachi,District_Numaminamimachi,District_Osayukihigashi,District_Seiwadai,District_Shigezumi,District_Shii,District_Shimoishida,District_Shimojono,District_Shimosone,District_Shimosoneshimmachi,District_Shitoku,District_Sonekitamachi,District_Tahara,District_Taharashimmachi,District_Tokuriki,District_Tokurikishimmachi,District_Tsudashimmachi,District_Wakazono,District_Yamate,District_Yugawa,District_Yugawashimmachi,Nearest_Station_Abeyamakoen,Nearest_Station_Ishida (Fukuoka),Nearest_Station_Jono (JR),Nearest_Station_Jono (Kitakyushu-monorail),Nearest_Station_Keibajomae (Fukuoka),Nearest_Station_Kikugaoka,Nearest_Station_Kitagata (Fukuoka),Nearest_Station_Kokura (Fukuoka),Nearest_Station_Kusami,Nearest_Station_Moritsune,Nearest_Station_None,Nearest_Station_Shii (Kitakyushu-monorail),Nearest_Station_Shiikoen,Nearest_Station_Shimosone,Nearest_Station_Tokurikiarashiyamaguchi,Nearest_Station_Tokurikikodanmae,Nearest_Station_Tsuiki,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2LDK,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_5LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
