,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hiroshima Prefecture,Municipality_Kure City,District_Agachuo,District_Agaminami,District_Asahimachi,District_Chuo,District_Funamicho,District_Hirohommachi,District_Hirokoshingai,District_Hironakacho,District_Hirooshingai,District_Hiroshiraishi,District_Hiroshiratake,District_Hommachi,District_Hondoori,District_Kaigan,District_Kawajirichonishi,District_Nakadoori,District_Nishichuo,District_Nishikatayamacho,District_Sanjo,District_Takaramachi,District_Tennominamimachi,District_Tennonishijo,District_Yoshiurashimmachi,Nearest_Station_Akiaga,Nearest_Station_Akikawajiri,Nearest_Station_Hiro,Nearest_Station_Kawaraishi,Nearest_Station_Kure,Nearest_Station_Kure Portpia,Nearest_Station_Shinhiro,Nearest_Station_Tenno,Nearest_Station_Yoshiura,Layout_1DK,Layout_1K,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_5LDK,City Planning_Category I Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
