,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukuoka Prefecture,"Municipality_Moji Ward,Kitakyushu City",District_Aobadai,District_Betsuin,District_Dairiharamachi,District_Dairihigashi,District_Dairihommachi,District_Dairimomoyamacho,District_Dairisakuragaoka,District_Dairitonoue,District_Fujimatsu,District_Furocho,District_Futamatsucho,District_Hamamachi,District_Haramachibetsuin,District_Hatakedamachi,District_Hayama,District_Higashihommachi,District_Higashimoji,District_Higashishimmachi,District_Hikarimachi,District_Inazumi,District_Izumigaoka,District_Jinai,District_Kagetsuen,District_Kamifujimatsu,District_Kamihommachi,District_Kamimaiso,District_Kaminijitcho,District_Kasugamachi,District_Kazashi,District_Kishi,District_Kishishimmachi,District_Kitagawamachi,District_Kiyomi,District_Kiyotaki,District_Koganemachi,District_Komatsucho,District_Komorie,District_Kurogawahigashi,District_Kurogawanishi,District_Kuzuha,District_Kyumoji,District_Maruyama,District_Matsubara,District_Matsuzakicho,District_Midorigaoka,District_Minatomachi,District_Momoyamadai,District_Nagaguro,District_Nagatani,District_Nakanijitcho,District_Narutake,District_Nishikaigan,District_Nishikimachi,District_Nishishimmachi,District_Oaza Dairi,District_Oaza Hata,District_Oaza Hishakuda,District_Oaza Ikawa,District_Oaza Kishi,District_Oaza Otsumi,District_Oaza Saruhami,District_Oaza Tanoura,District_Oaza Tsunemi,District_Oimatsucho,District_Okubo,District_Okuda,District_Sakaemachi,District_Shanoki,District_Shimmoji,District_Shimomaiso,District_Shimonijitcho,District_Shinharamachi,District_Shinkai,District_Shiranoe,District_Shiroyamacho,District_Shojimachi,District_Takada,District_Takasagomachi,District_Tanimachi,District_Tanoura,District_Tsunemimachi,District_Umenokicho,District_Yahazumachi,District_Yanagiharamachi,District_Yanagimachi,Nearest_Station_Idemitsubijutsukan,Nearest_Station_Kannmonkaikyomekari,Nearest_Station_Komorie,Nearest_Station_Moji,Nearest_Station_Mojiko,Nearest_Station_Shimosone,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
